OID_,sidc_2525d,identity_,context,symbolset,symbolentity,modifier1,modifier2,specialentitysubtype,echelon,status,indicator,uniquedesignation,additionalinformation,staffcomment,higherformation,reinforced,combateffectiveness,credibility,reliability,idmode,specialheadquarters,direction,speed,speedunit,x,y,z,size,rotation,countrycode,datetimevalid,datetimeexpired,createdby,createdtime,editedby,editedtime,sidc_2525c,GlobalID,Xcoord,Ycoord,Zcoord,timefromstart
25,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{E9401FE9-BC1D-4E04-AD8F-9F0E7FB6D085},-71.073688272999959,42.342881686000055,3.694600000002538,15.000000000000000
26,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{9C2EB7BF-0F37-4F01-BD9A-060A04FD7679},-71.073366504999967,42.343053242000053,3.695099999997183,16.000000000000000
27,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{70631A8C-6A81-46E3-8960-E725D241F0A8},-71.073044736999975,42.343224798000051,3.695500000001630,17.000000000000000
28,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{A118754D-A7D4-4ECC-B77F-A39084731BD3},-71.072722968999983,42.343396354000049,3.695900000006077,18.000000000000000
29,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{651B6B11-158B-43F5-A081-35F1A67C2867},-71.072401200999934,42.343567908000068,3.696400000000722,19.000000000000000
30,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{62C23DA7-59C7-4CEF-A26A-39026E6CFBF4},-71.072079432999942,42.343739463000077,3.696800000005169,20.000000000000000
31,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{AA2A2C29-E964-45C5-B38D-3E96B30F9DD0},-71.071789220999960,42.343891610000071,3.654899999994086,21.000000000000000
32,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{9D39F24B-5967-4CB5-814F-2DD075CB561C},-71.071499009999968,42.344043758000055,3.612899999992806,22.000000000000000
33,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{AF54BFB8-D74F-4A4A-BEC4-C3A63E841B68},-71.071208797999986,42.344195905000049,3.570900000006077,23.000000000000000
34,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{2F32C161-8D0E-43B5-BB15-53CB5C16AA2E},-71.070918586999937,42.344348052000043,3.528999999994994,24.000000000000000
35,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{1F25E40A-992A-4675-8166-65B1080B17E8},-71.070655625999962,42.344496166000056,3.596999999994296,25.000000000000000
36,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{B7BF0CC2-1184-4E68-9B05-D963D2F786E4},-71.070392664999986,42.344644279000079,3.664999999993597,26.000000000000000
37,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{C7E28627-8053-4C07-A363-B60E8C21BF78},-71.070203047999939,42.344853058000069,3.578500000003260,27.000000000000000
38,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{4DE02BF9-A737-450C-BC01-7663CCBFF8CA},-71.070013430999950,42.345061838000049,3.491999999998370,28.000000000000000
39,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{B40E9975-EFC1-4165-AF6E-01B13C1DC0E7},-71.069823813999960,42.345270616000050,3.405499999993481,29.000000000000000
40,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{2176E48D-CDCE-4527-8C37-A2A60F20A404},-71.069667251999988,42.345558688000040,3.731400000004214,30.000000000000000
41,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{A108B8BD-D1D1-40A6-AC30-6287E47BA55F},-71.069510689999959,42.345846759000040,4.057300000000396,31.000000000000000
42,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{95FE25AD-58D1-4A7B-B997-2A15B259EAAB},-71.069354127999986,42.346134827000071,4.383199999996577,32.000000000000000
43,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{96223733-4E1C-452D-B075-B201CD14DE07},-71.069197565999957,42.346422896000036,4.709199999997509,33.000000000000000
44,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{53255974-1208-4CFE-AE0C-AC459003CEC0},-71.069041003999985,42.346710962000031,5.035099999993690,34.000000000000000
45,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{8C41A3E9-6866-4422-A9A7-B40B87EE5802},-71.068884441999955,42.346999028000027,5.361000000004424,35.000000000000000
46,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{AE0D7804-F25B-42A4-996C-7864BD770ABC},-71.068727879999983,42.347287091000055,5.686900000000605,36.000000000000000
47,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{794C6561-6CDD-47C1-963C-FABD600204DE},-71.068571317999954,42.347575154000026,6.012799999996787,37.000000000000000
48,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{35F5FD8F-2294-4F44-A06E-59B03302E157},-71.068367947999945,42.347729639000079,6.242400000002817,38.000000000000000
49,10061000001213000000,6,0,10,121300,,,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,SHGPUCRV-------,{A787BB57-E09E-46F8-9B3B-8A306741F59E},-71.068164578999983,42.347884122000039,6.472099999999045,39.000000000000000
